Id,SalePrice
1461,130285.4747536535
1462,154106.26565963996
1463,183043.49953327625
1464,181712.39594784344
1465,197201.56542049808
1466,183442.80101343666
1467,168251.37067704758
1468,175425.18471634338
1469,181384.25770690548
1470,119408.81549066576
1471,196472.35387249858
1472,95478.75398508894
1473,97011.12269125505
1474,150877.09752207893
1475,142656.66458992026
1476,388683.2675490019
1477,257840.2495786436
1478,301332.9773408488
1479,255418.76915055318
1480,449402.46055531513
1481,309572.03773833555
1482,209491.70821189455
1483,175682.75120044328
1484,176928.94335542698
1485,172907.37168029792
1486,201748.2686112537
1487,324418.67694035586
1488,245616.38575024053
1489,209715.91451322756
1490,197034.611843945
1491,191230.69353351183
1492,98238.89401928942
1493,176882.20180947531
1494,303799.4889065655
1495,301008.90763973043
1496,231658.78096164024
1497,192621.51745435986
1498,153337.86862361705
1499,153065.56951856447
1500,152146.1209084656
1501,174130.8875862504
1502,165716.94629422043
1503,302394.57815656567
1504,230600.45182587777
1505,213964.44471507697
1506,185665.89510275563
1507,219379.67813686308
1508,202624.90540017735
1509,165144.2714793601
1510,152373.1430042706
1511,151901.98536586223
1512,166224.41464627965
1513,154639.02645275122
1514,170486.7164314205
1515,185381.73392400198
1516,161862.35465449476
1517,153965.40165093925
1518,129854.8086010102
1519,224549.15973827307
1520,137427.53777824825
1521,145655.52536024258
1522,163899.61345683603
1523,114474.86985877652
1524,122425.61106149964
1525,124376.78159899478
1526,130586.3069568554
1527,102803.24120872671
1528,128156.01774633845
1529,143548.20075306174
1530,164982.76307802138
1531,128558.75553703702
1532,107344.0461215636
1533,146553.78754160652
1534,116718.73524530482
1535,158601.66403295298
1536,116842.9883820095
1537,78693.95233078959
1538,185977.1250793651
1539,249360.52207263102
1540,114857.3449071669
1541,150648.61966923316
1542,147983.66669600774
1543,217863.22072474746
1544,77102.78651346797
1545,105145.22043570632
1546,121173.23113888619
1547,140272.89213203464
1548,135196.38853693023
1549,116449.85423561111
1550,140941.40954990897
1551,117402.89717592587
1552,147156.79430698595
1553,142989.13418889444
1554,112863.83666794776
1555,170557.97522218525
1556,98085.90275932403
1557,131381.03952380957
1558,92630.98219334365
1559,120169.35742171717
1560,152229.4032275133
1561,157234.15333092835
1562,126779.1712589923
1563,123075.29050013487
1564,165182.91027962774
1565,154675.64854036077
1566,220191.23859881837
1567,77184.46354526469
1568,220917.4584299959
1569,146807.70703848003
1570,124994.6735014872
1571,133418.38035421987
1572,146201.05456192885
1573,241705.6935335498
1574,120084.50952669546
1575,210105.88220989518
1576,212691.75257723752
1577,205955.16038576246
1578,159326.4652171512
1579,144264.96574088215
1580,190200.5954188745
1581,141130.35252797202
1582,128362.30539232728
1583,331477.97243806196
1584,239742.33155507452
1585,140962.16027216756
1586,73662.83743350167
1587,103591.75218746383
1588,149591.26852916204
1589,104274.17795847794
1590,133378.57636787125
1591,106051.5883162063
1592,126900.13250793653
1593,118787.60494222032
1594,136491.64917848658
1595,120671.63777648722
1596,237496.7102777778
1597,163842.38785569978
1598,186526.22564326398
1599,208242.1081185665
1600,194304.51756709954
1601,81956.96923149072
1602,114028.43373774538
1603,99538.39212782946
1604,275361.08228439157
1605,256568.9240241518
1606,167993.93490259358
1607,170384.71625319467
1608,214559.33271127957
1609,200177.23059057808
1610,156887.02658886634
1611,153619.87010011607
1612,156349.68226979682
1613,167387.14980218548
1614,121990.35724154877
1615,86671.90994646744
1616,81149.83458508403
1617,88518.56450138823
1618,127192.18107822562
1619,132654.86187257455
1620,150056.08526190475
1621,139925.3073237447
1622,154498.51468569483
1623,297185.8884673382
1624,212773.40430269728
1625,132706.41863492577
1626,173753.71214843605
1627,189080.4122159579
1628,283348.745566378
1629,175502.4343636802
1630,341121.80801503116
1631,223922.7915489701
1632,250183.79699735454
1633,169648.46865733012
1634,180610.368370637
1635,179113.29163570888
1636,159771.0816216319
1637,173964.49878835693
1638,211483.9315161137
1639,182216.61046592562
1640,244168.70751815775
1641,186419.13617933265
1642,221573.45009442003
1643,222549.3868077188
1644,224162.14646006655
1645,180078.7226326222
1646,155694.88787678062
1647,161110.4355837657
1648,141928.30867330186
1649,140518.32912545867
1650,122846.86335979658
1651,122616.82583809669
1652,93937.42446969694
1653,100635.69639471424
1654,154898.54542364003
1655,157407.40687777777
1656,151872.15654950304
1657,154372.51488876741
1658,151418.423624051
1659,148118.82513357938
1660,145243.29596235137
1661,423457.805043771
1662,395408.49823905725
1663,377547.4944291728
1664,448202.69265259744
1665,311131.76198899705
1666,322166.7234101732
1667,352168.0012095958
1668,329207.6135618085
1669,299997.847237494
1670,338139.58626082254
1671,266503.48064009135
1672,468765.7296911976
