Id,SalePrice
1461,150250.39
1462,193286.83
1463,195318.11
1464,193441.97
1465,166655.58
1466,172716.03
1467,173959.83
1468,149293.84
1469,180228.3
1470,139005.3
1471,195373.53
1472,115435.164
1473,119567.234
1474,159958.55
1475,93935.195
1476,294641.72
1477,231154.83
1478,268263.22
1479,254746.92
1480,472125.03
1481,311049.75
1482,177828.64
1483,166521.78
1484,145619.5
1485,137813.56
1486,178212.42
1487,325456.84
1488,241594.19
1489,171528.92
1490,217359.7
1491,183524.8
1492,116959.96
1493,167504.95
1494,275085.34
1495,291964.84
1496,212582.39
1497,178978.45
1498,140524.03
1499,136552.77
1500,147348.97
1501,199260.67
1502,120144.914
1503,251740.6
1504,224929.53
1505,224667.22
1506,242556.92
1507,296805.97
1508,226848.02
1509,164963.64
1510,179294.33
1511,161790.28
1512,219858.62
1513,164099.7
1514,199731.0
1515,242113.03
1516,169424.47
1517,157494.44
1518,197833.17
1519,248518.47
1520,145303.69
1521,157416.02
1522,202175.39
1523,128479.266
1524,121217.79
1525,116007.63
1526,123563.37
1527,118526.55
1528,141770.7
1529,147895.56
1530,209210.2
1531,179309.69
1532,88661.86
1533,152009.16
1534,119508.11
1535,167363.95
1536,115810.81
1537,124397.62
1538,150227.97
1539,195745.12
1540,166435.06
1541,162834.7
1542,169110.47
1543,195164.73
1544,87036.28
1545,104317.32
1546,129335.51
1547,145229.88
1548,143188.16
1549,134611.77
1550,166145.94
1551,129060.375
1552,181547.92
1553,146329.05
1554,105091.31
1555,202119.62
1556,101212.07
1557,134039.78
1558,93213.04
1559,125382.25
1560,182725.27
1561,195926.38
1562,109452.7
1563,120484.625
1564,190256.88
1565,157434.98
1566,232908.69
1567,99957.1
1568,255845.17
1569,163764.67
1570,114845.7
1571,112909.51
1572,161247.7
1573,217709.6
1574,165315.81
1575,233293.03
1576,270116.28
1577,164945.45
1578,153379.89
1579,146103.22
1580,181765.45
1581,134127.62
1582,122293.92
1583,327172.1
1584,234631.27
1585,126373.94
1586,47528.996
1587,87335.72
1588,156228.88
1589,133663.23
1590,129262.82
1591,89331.18
1592,135366.33
1593,114830.586
1594,157505.11
1595,144083.6
1596,234561.27
1597,235565.67
1598,160853.89
1599,152105.45
1600,156184.02
1601,67921.78
1602,142737.31
1603,90043.91
1604,241936.23
1605,229378.97
1606,178164.39
1607,263282.22
1608,187364.52
1609,155581.8
1610,131965.84
1611,153875.23
1612,181345.31
1613,190911.27
1614,120126.555
1615,88396.234
1616,77592.01
1617,97962.27
1618,111939.31
1619,128451.57
1620,256856.02
1621,149801.94
1622,146403.48
1623,225209.73
1624,242212.95
1625,131365.56
1626,213185.39
1627,193292.98
1628,265555.56
1629,144132.14
1630,339127.28
1631,187639.14
1632,220420.9
1633,135785.14
1634,178829.39
1635,160503.61
1636,143985.75
1637,235485.28
1638,222030.56
1639,210857.88
1640,274640.25
1641,190462.92
1642,205041.86
1643,204790.73
1644,200824.06
1645,234563.4
1646,164591.47
1647,161853.12
1648,146444.92
1649,136010.64
1650,137912.72
1651,131860.69
1652,106666.14
1653,99089.82
1654,158656.33
1655,122316.37
1656,152792.47
1657,158820.83
1658,155832.8
1659,109651.42
1660,163502.27
1661,386333.53
1662,332454.75
1663,338738.3
1664,432503.5
1665,272325.75
1666,301613.75
1667,319383.47
1668,290135.75
1669,237187.78
1670,293113.53
1671,282412.16
1672,411723.5
1673,269412.1
1674,256429.3
1675,196454.06
1676,198917.66
1677,193743.14
1678,442343.9
1679,350113.25
1680,285095.03
1681,209594.4
1682,279962.8
1683,181079.42
1684,150350.14
1685,149492.11
1686,145543.45
1687,127423.234
1688,177395.95
1689,175364.6
1690,163335.84
1691,149812.25
